"track","artist","album","energy","danceability","views","likes","comments","stream","engagement_rate"
"A Little Bit Off","Five Finger Death Punch","F8","0.828","0.664","47672980","427426","11175","112852808","0.008965791523835934"
"MOLLY - A COLORS SHOW","Gazo","MOLLY - A COLORS SHOW","0.827","0.787","11633760","181409","3164","36211996","0.01559332494395621"
"Don't Break the Heart","Tom Grennan","Evering Road (Special Edition)","0.827","0.726","10187087","63131","1613","49300008","0.006197159207534009"
"Y la Felicidad Qué","Canserbero","Vida","0.827","0.72","16591588","78580","2109","41435839","0.004736134961885505"
"Shake It Up - 2017 Remaster","The Cars","Shake It Up (Expanded Edition)","0.827","0.686","4826317","50345","1638","20834503","0.010431349619181665"
"Gaddi","Gurlez Akhtar","Step Up","0.827","0.682","15890148","187835","4897","3749803","0.011820846476697386"
"Hide Away","Daya","Sit Still, Look Pretty","0.826","0.884","1566924","32325","1053","409721607","0.02062959020348147"
"Matte Black","$uicideboy$","Sing Me a Lullaby, My Sweet Temptation","0.826","0.877","9114740","198164","7643","51866764","0.021741048016728947"
"1999 - 2019 Remaster","Prince","1999","0.826","0.864","26220300","203541","11304","0","0.007762725826935619"
"Jump (Original Mix)","The Pointer Sisters","Break Out (1983 Version - Expanded Edition)","0.826","0.846","26675196","145519","6547","150467911","0.005455217648635084"
"Kadhal Yaanai","Harini","Anniyan (Original Motion Picture Soundtrack)","0.826","0.834","11527698","83166","2066","5193211","0.007214449927470341"
"MOLLY","Cedric Gervais","MOLLY","0.826","0.785","8213352","44471","5027","1018474","0.005414476330735612"
"PRC","Natanael Cano","PRC","0.826","0.784","4094776","102443","3377","10704378","0.025017974121172928"
"PRC","Peso Pluma","PRC","0.826","0.784","434833","9572","0","12682444","0.022013048687657102"
"Harika","Ebru Günde?","Evet","0.826","0.767","6876807","33996","672","10826678","0.004943573376423099"
"The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster","Duran Duran","Arena","0.826","0.753","22378911","136000","5284","50193954","0.006077150045415525"
"Jimikki Ponnu","Anirudh Ravichander","Varisu","0.826","0.751","8146902","421084","12209","9328887","0.05168639563848933"
"Jimikki Ponnu","Jonita Gandhi","Varisu","0.826","0.751","8151852","421581","12224","9328887","0.0517159781605456"
"Jimikki Ponnu","Anirudh Ravichander","Varisu","0.826","0.751","8146902","421084","12209","9328887","0.05168639563848933"
"Jimikki Ponnu","Jonita Gandhi","Varisu","0.826","0.751","8151852","421581","12224","9328887","0.0517159781605456"
"Kisah Romantis","Glenn Fredly","OST. Cinta Silver","0.826","0.749","6608009","20010","1107","10942747","0.0030281435754703117"
"Wieder 2015","Kontra K","Für den Himmel durch die Hölle","0.826","0.715","3483780","69088","7659","11689214","0.019831332632944676"
"Amiga","Maelo Ruiz","Puro Corazón","0.826","0.683","10894158","44247","536","47434236","0.004061534631680576"
"Amiga","Maelo Ruiz","Puro Corazón","0.826","0.683","10894158","44247","536","47434236","0.004061534631680576"
"Amiga","Maelo Ruiz","Puro Corazón","0.826","0.683","10894158","44247","536","47434236","0.004061534631680576"
"Männer sind Schweine","Die Ärzte","13","0.826","0.678","6402385","29290","1202","20920294","0.004574857650703605"
"Ich will mein Problem zurück","SDP","Ein Gutes Schlechtes Vorbild","0.826","0.666","2019269","30905","934","3232087","0.015305043557841971"
"Crazy - 2022 Remaster","Seal","Seal (Deluxe Edition)","0.826","0.649","49182634","323989","10275","90669259","0.006587467438201866"
"Spider Dance","Toby Fox","UNDERTALE Soundtrack","0.826","0.644","12880861","153628","9116","32276501","0.011926842468061723"
"Ven Bailalo - Bachareggae","Angel Y Khriz","Ven Bailalo (Reggaeton Mix)","0.825","0.738","4125739","22608","3","1760486","0.00547974556800612"
"GÜNE?","Ati242","DIPSOMANIA","0.825","0.688","4026397","49144","3754","16747466","0.012205453163212669"
"Rishte Naate - From ""De Dana Dan""","Rahat Fateh Ali Khan","Tera Mera Saath Ho","0.825","0.637","20332260","229809","3016","23672647","0.011302678600411366"
"La Suite (feat. Kevin Roldan) - Remix","J Alvarez","La Suite (feat. Kevin Roldan) [Remix]","0.824","0.8","32437640","194356","21701","20255312","0.0059916812690442335"
"BREAK MY SOUL - will.i.am Remix","will.i.am","BREAK MY SOUL REMIXES","0.824","0.797","11625824","21636","8315","3911122","0.0018610293773585426"
"Mary's Boy Child / Oh My Lord","Boney M.","The Magic Of Boney M. (Special Remix Edition)","0.824","0.774","14631119","112003","3834","118247658","0.007655121935649625"
"Write Your Name","G Herbo","Welcome to Fazoland","0.824","0.771","2073582","27710","752","13053449","0.013363349025984987"
"Proper Patola","Diljit Dosanjh","Namaste England (Original Motion Picture Soundtrack)","0.824","0.77","57376474","486926","12897","82482566","0.008486509645050688"
"Proper Patola","Badshah","Namaste England (Original Motion Picture Soundtrack)","0.824","0.77","328961706","1889462","64502","82482566","0.005743714133097304"
"Love Is a Wonderful Thing","Michael Bolton","Time, Love & Tenderness","0.824","0.727","4864712","19151","1333","5214805","0.003936718144876819"
"ooh la la (feat. Greg Nice & DJ Premier)","DJ Premier","RTJ4","0.824","0.686","17778318","207476","12253","39561559","0.0116701703726978"
"Rock This Party - Everybody Dance Now","Bob Sinclar","Rock This Party (Everybody Dance Now)","0.823","0.893","24336182","218714","2555","85941513","0.008987194458029611"
"MY BAG","(G)I-DLE","I NEVER DIE","0.823","0.838","58677526","951862","15988","65079854","0.016221917740703657"
"Socadona (feat. Mr. Vegas)","LUDMILLA","Socadona (feat. Mr. Vegas)","0.823","0.789","57163982","562173","110619","64605070","0.009834391872840489"
"PERIGOSA - Ao Vivo","Luan Santana","LUAN CITY DELUXE (Ao Vivo)","0.823","0.763","16460779","75700","2680","11200338","0.004598810299318155"
"Beverly Hills","Weezer","Make Believe","0.823","0.693","64782724","298429","10046","193913773","0.0046066139484965156"
"Un'emozione per sempre","Eros Ramazzotti","9","0.823","0.675","45018013","122467","3153","33721939","0.002720399943018365"
"Una Mujer Como Tú","Luciano Pereyra","De Hoy En Adelante","0.823","0.672","18670560","58078","899","9286381","0.0031106726311369345"
"Shen Yeng Anthem","Shenseea","Shen Yeng Anthem","0.823","0.67","11526614","152995","4718","28640272","0.013273195406734363"
"Especial","La Maquinaria Norteña","Más Especial","0.823","0.66","4688251","32971","318","14583207","0.007032686603170351"
"Janie's Got A Gun","Aerosmith","Big Ones","0.823","0.633","66608918","246673","9882","75160311","0.0037033029120815326"
"Dicke Titten","Rammstein","Zeit","0.823","0.63","51665105","844430","0","56923951","0.016344300471275535"
"Lok auf 2 Beinen","Peter Fox","Stadtaffe","0.822","0.878","3925298","20422","140","22671081","0.005202662320160151"
"Chal Payi Chal Payi","Gurlez Akhtar","Chal Payi Chal Payi","0.822","0.868","7676660","133261","3781","955723","0.017359242170423075"
"Hard out Here","Lily Allen","Sheezus","0.822","0.823","56283462","456039","25295","86634576","0.008102539961027984"
"I Like - Jost & Grubert Radio Mix","Keri Hilson","Urlaubshits 2022","0.822","0.755","48235948","228632","9113","32370186","0.004739867453211451"
"Morenamía (Dueto 2007)","Miguel Bosé","Papito (Deluxe)","0.822","0.711","4896546","31946","70","35339282","0.006524190725462398"
"Mon Fre - feat. Emis Killa","Emis Killa","Mon Fre (feat. Emis Killa)","0.821","0.841","32039967","294167","5752","62759485","0.009181251653598769"
"Do It Roger","Roger","The Many Facets Of Roger","0.821","0.839","1379219","13042","1037","862646","0.009456076228648242"
"Todos Locos","Los Caligaris","Circología","0.821","0.743","11528294","69328","1439","28132677","0.006013725881730636"
"Camuflaje","Alexis y Fido","Perreología","0.821","0.743","5660000","21345","505","62549077","0.003771201413427562"
"Quemándose Un Gallito (El Rambo)","Enigma Norteño","¿Van A Querer Más?","0.821","0.736","12565831","81334","740","31713323","0.006472632012956406"
"El Niágara en Bicicleta","Juan Luis Guerra 4.40","Ni Es Lo Mismo Ni Es Igual","0.821","0.728","44612886","97341","2897","31446799","0.0021819032285873637"
"Tanz aus der Reihe!","SDP","Bunte Rapublik Deutschpunk (Premium Edition)","0.821","0.716","27341327","151413","3760","65208154","0.005537880440111776"
"Mi Estilo de Vida II","Miky Woodz","Mi Estilo de Vida II","0.821","0.688","44432878","427421","13701","27742782","0.009619475920510934"
"Mi Estilo de Vida II","Ñejo","Mi Estilo de Vida II","0.821","0.688","44432709","427418","13701","27724011","0.009619444990401103"
"Mi Estilo de Vida II","Ñejo","Mi Estilo de Vida II","0.821","0.688","44432709","427418","13701","27724011","0.009619444990401103"
"Mi Estilo de Vida II","Miky Woodz","Mi Estilo de Vida II","0.821","0.688","44432878","427421","13701","27742782","0.009619475920510934"
"Perdóname","La Factoria","Nuevas Metas","0.821","0.67","502167489","2200365","70817","292395549","0.004381735273985449"
"Perdóname","La Factoria","Nuevas Metas","0.821","0.67","502167489","2200365","70817","292395549","0.004381735273985449"
"Esta Cabron (Remix) [feat. Anuel Aa, Yomo, Pusho, Almighty, D.Ozi & Jamby ""El Favo""]","Ñejo","Esta Cabron (Remix) [feat. Anuel Aa, Yomo, Pusho, Almighty, D.Ozi & Jamby ""El Favo""]","0.821","0.653","12709139","75740","151","52529221","0.005959491040266379"
"Bombay Dreams (feat. Kavita Seth)","Kavita Seth","Bombay Dreams (feat. Kavita Seth)","0.821","0.629","34625150","738375","26751","19320006","0.021324817365412134"
"Skank All Night (You Wot, You Wot)","Majestic","Skank All Night (You Wot, You Wot)","0.82","0.882","1980522","15671","587","2807140","0.007912560425988703"
"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance","Vijay Yesudas","Chill Level : Anirudh Ravichander","0.82","0.776","8512508","46541","14","21922238","0.005467366374281234"
"Auto Rojo","Vilma Palma e Vampiros","3980","0.82","0.764","67232098","273838","6163","79649697","0.0040730247626661895"
"Regardless","Rudimental","Euphoric Sad Songs","0.82","0.749","17641857","184957","4560","90293254","0.010483987031523949"
"Synchronize","Milky Chance","Trip Tape II","0.82","0.728","6533467","65444","1240","42753472","0.010016733841312736"
"Move Your Feet / D.A.N.C.E. / It's A Sunshine Day","Gwen Stefani","TROLLS (Original Motion Picture Soundtrack)","0.82","0.706","17056666","56201","0","76704310","0.0032949581119780386"
"Juegos de Amor","Mœnia","Stereo Hits","0.82","0.678","5546189","15067","1091","13596522","0.00271664020104616"
"Forever","Chris Brown","Forever","0.82","0.672","310110524","1069833","54530","349456576","0.00344984422392579"
"Grace Kelly","MIKA","Life in Cartoon Motion","0.82","0.671","60113432","617668","16620","319285589","0.010275041358477087"
"Guapa","Diego Torres","Distinto","0.82","0.668","17330677","71212","2789","13573721","0.004109014321829436"
"CAN'T STOP THE FEELING! - Film Version","Gwen Stefani","TROLLS (Original Motion Picture Soundtrack)","0.82","0.658","6347473","53485","327","86743371","0.008426187870354077"
"Diez Mil Maneras","David Bisbal","Tú Y Yo","0.82","0.651","40048571","148387","3748","94466341","0.0037051758975370185"
"Down In Atlanta","Pharrell Williams","Down In Atlanta","0.819","0.851","3658044","88925","2271","42006396","0.02430943968962648"
"Nos Comemos (feat. Ozuna)","Tiago PZK","Nos Comemos (feat. Ozuna)","0.819","0.827","63478845","697648","14590","120188538","0.010990244072651291"
"Nos Comemos (feat. Ozuna)","Ozuna","Nos Comemos (feat. Ozuna)","0.819","0.827","63478535","697647","14590","120188538","0.010990281990597294"
"Nos Comemos (feat. Ozuna)","Tiago PZK","Nos Comemos (feat. Ozuna)","0.819","0.827","63478845","697648","14590","120188538","0.010990244072651291"
"Nos Comemos (feat. Ozuna)","Ozuna","Nos Comemos (feat. Ozuna)","0.819","0.827","63478535","697647","14590","120188538","0.010990281990597294"
"Envolver Remix","Anitta","Envolver Remix","0.819","0.824","48920304","515593","13518","62023519","0.010539447996888981"
"Envolver Remix","Justin Quiles","Envolver Remix","0.819","0.824","48920305","515593","13518","62023519","0.010539447781447806"
"Envolver Remix","Justin Quiles","Envolver Remix","0.819","0.824","48920305","515593","13518","62023519","0.010539447781447806"
"Envolver Remix","Anitta","Envolver Remix","0.819","0.824","48920304","515593","13518","62023519","0.010539447996888981"
"Cuando Me Enamoro","Enrique Iglesias","Euphoria (Standard US/Latin version)","0.819","0.821","806094362","2513313","63530","295321992","0.0031178893172806982"
"Burning Down The House","Tom Jones","Reload","0.819","0.796","6666475","61904","2415","17210572","0.00928586696867535"
"Blitz","Helene Fischer","Rausch (Deluxe)","0.819","0.723","1472284","11925","568","7543084","0.008099660119922514"
"All 4 Nothing (I'm So In Love)","Lauv","All 4 Nothing","0.819","0.72","12038588","187977","3585","64016675","0.0156145388479114"
"GOSSIP (feat. Tom Morello)","Måneskin","RUSH!","0.819","0.704","4373107","167519","5707","16908763","0.03830663187523196"
"GOSSIP (feat. Tom Morello)","Tom Morello","RUSH!","0.819","0.704","4371473","167466","5705","16908763","0.03830882633839898"
"GOSSIP (feat. Tom Morello)","Måneskin","RUSH!","0.819","0.704","4373107","167519","5707","16908763","0.03830663187523196"
"GOSSIP (feat. Tom Morello)","Tom Morello","RUSH!","0.819","0.704","4371473","167466","5705","16908763","0.03830882633839898"
"Blue Clear Sky","George Strait","Blue Clear Sky","0.819","0.638","1394147","5708","278","49595267","0.004094259787525993"
"Daddy Issues","Brray","Daddy Issues","0.818","0.896","313181","3962","90","694942","0.012650831308412706"
"Cha Cha Cha","La Mosca Tse-Tse","Visperas De Carnaval","0.818","0.869","3382159","5168","130","1418374","0.001528018050008885"
"Dale Don Dale","Don Omar","The Last Don","0.818","0.831","5354261","44086","1282","159467407","0.008233816020548868"
"Yo Sólo Quiero (Un Millón de Amigos)","Roberto Carlos","Leyendas","0.818","0.782","9714933","61293","2198","7848794","0.006309153135693267"
"Dance Off (feat. Idris Elba & Anderson .Paak)","Ryan Lewis","This Unruly Mess I've Made","0.818","0.77","21860560","212918","6184","53053419","0.009739823682467421"
"Dance Off (feat. Idris Elba & Anderson .Paak)","Macklemore & Ryan Lewis","This Unruly Mess I've Made","0.818","0.77","1012205556","6604141","242519","53053419","0.0065245057793379664"
"Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix]","Tion Wayne","Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix]","0.818","0.726","24374615","337420","7364","40204782","0.013843090444710614"
"Run BTS","BTS","Proof","0.818","0.724","66052312","3085054","104716","223711428","0.04670622278899185"
"Beautiful World","Hikaru Utada","HEART STATION","0.818","0.702","28576550","238042","7190","23350321","0.008329976851649342"
"Orden de Cateo","Maldy","Sicalipsis","0.818","0.701","19643030","64820","1494","5590619","0.0032998982336228167"
"Hit Me","Molotov","Dance And Dense Denso","0.818","0.7","6760145","61881","2194","52563148","0.009153797736587012"
"Deep Down (feat. Never Dull)","Alok","Deep Down (feat. Never Dull)","0.818","0.687","5702699","60996","1077","119404905","0.010695987987442437"
"Deep Down (feat. Never Dull)","Alok","Deep Down (feat. Never Dull)","0.818","0.687","5702699","60996","1077","119404905","0.010695987987442437"
